date,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
2023-03-25,2023,LAC,NOP,1505.1,1584.2,0.53,0.47,,,1569.9,1588.3,0.59,0.41,,,80,79,80
2023-03-26,2023,CHO,DAL,1432.5,1571.1,0.44,0.56,,,1504.1,1604.7,0.47,0.53,,,71,47,59
2023-03-26,2023,LAL,CHI,1422.1,1468.6,0.58,0.42,,,1443.2,1535.6,0.48,0.52,,,46,49,48
2023-03-26,2023,CLE,HOU,1565.3,1335.5,0.87,0.13,,,1587.0,1304.2,0.89,0.11,,,24,6,15
2023-03-26,2023,ORL,BRK,1363.4,1516.0,0.42,0.58,,,1411.7,1564.6,0.45,0.55,,,44,42,43
2023-03-26,2023,TOR,WAS,1551.9,1464.4,0.75,0.25,,,1613.7,1475.8,0.77,0.23,,,68,53,61
2023-03-26,2023,BOS,SAS,1674.6,1410.8,0.89,0.11,,,1702.6,1407.9,0.89,0.11,,,68,5,37
2023-03-26,2023,ATL,MEM,1546.5,1568.1,0.61,0.39,,,1573.5,1651.6,0.44,0.56,,,88,48,68
2023-03-26,2023,POR,OKC,1418.8,1410.5,0.65,0.35,,,1500.4,1404.3,0.73,0.27,,,30,39,35
2023-03-26,2023,GSW,MIN,1573.1,1523.5,0.7,0.3,,,1596.9,1550.3,0.68,0.32,,,78,87,83
2023-03-27,2023,DET,MIL,1352.6,1580.7,0.32,0.68,,,1353.3,1651.9,0.23,0.77,,,45,5,25
2023-03-27,2023,IND,DAL,1471.4,1571.1,0.5,0.5,,,1503.5,1604.7,0.53,0.47,,,71,71,71
2023-03-27,2023,NYK,HOU,1510.2,1335.5,0.83,0.17,,,1521.8,1304.2,0.87,0.13,,,16,10,13
2023-03-27,2023,UTA,PHO,1570.5,1610.6,0.59,0.41,,,1548.7,1641.9,0.52,0.48,,,84,45,65
2023-03-27,2023,DEN,PHI,1533.9,1578.7,0.58,0.42,,,1601.8,1625.7,0.64,0.36,,,88,34,61
2023-03-27,2023,SAC,MIN,1490.9,1523.5,0.6,0.4,,,1504.5,1550.3,0.6,0.4,,,62,95,79
2023-03-27,2023,POR,NOP,1418.8,1584.2,0.41,0.59,,,1500.4,1588.3,0.42,0.58,,,68,83,76
2023-03-27,2023,LAC,CHI,1505.1,1468.6,0.69,0.31,,,1569.9,1535.6,0.71,0.29,,,71,76,74
2023-03-28,2023,WAS,BOS,1464.4,1674.6,0.35,0.65,,,1475.8,1702.6,0.29,0.71,,,80,46,63
2023-03-28,2023,ATL,CLE,1546.5,1565.3,0.61,0.39,,,1573.5,1587.0,0.6,0.4,,,80,67,74
2023-03-28,2023,TOR,MIA,1551.9,1543.0,0.65,0.35,,,1613.7,1616.2,0.61,0.39,,,89,66,78
2023-03-28,2023,OKC,CHO,1410.5,1432.5,0.61,0.39,,,1404.3,1504.1,0.47,0.53,,,31,16,24
2023-03-28,2023,MEM,ORL,1568.1,1363.4,0.85,0.15,,,1651.6,1411.7,0.86,0.14,,,60,4,32
2023-03-28,2023,GSW,NOP,1573.1,1584.2,0.63,0.37,,,1596.9,1588.3,0.68,0.32,,,83,69,76
2023-03-29,2023,IND,MIL,1471.4,1580.7,0.49,0.51,,,1503.5,1651.9,0.4,0.6,,,78,59,69
2023-03-29,2023,BRK,HOU,1516.0,1335.5,0.83,0.17,,,1564.6,1304.2,0.87,0.13,,,21,11,16
2023-03-29,2023,PHI,DAL,1578.7,1571.1,0.65,0.35,,,1625.7,1604.7,0.62,0.38,,,89,48,69
2023-03-29,2023,NYK,MIA,1510.2,1543.0,0.6,0.4,,,1521.8,1616.2,0.54,0.46,,,76,89,83
2023-03-29,2023,CHI,LAL,1468.6,1422.1,0.7,0.3,,,1535.6,1443.2,0.72,0.28,,,46,34,40
2023-03-29,2023,OKC,DET,1410.5,1352.6,0.71,0.29,,,1404.3,1353.3,0.63,0.37,,,10,2,6
2023-03-29,2023,SAS,UTA,1410.8,1570.5,0.41,0.59,,,1407.9,1548.7,0.4,0.6,,,40,28,34
2023-03-29,2023,MEM,LAC,1568.1,1505.1,0.72,0.28,,,1651.6,1569.9,0.66,0.34,,,87,53,70
2023-03-29,2023,POR,SAC,1418.8,1490.9,0.54,0.46,,,1500.4,1504.5,0.6,0.4,,,51,92,72
2023-03-29,2023,PHO,MIN,1610.6,1523.5,0.75,0.25,,,1642.7,1550.3,0.73,0.27,,,84,50,67
2023-03-30,2023,MIL,BOS,1580.7,1674.6,0.51,0.49,,,1651.9,1702.6,0.47,0.53,,,97,44,71
2023-03-30,2023,DEN,NOP,1533.9,1584.2,0.57,0.43,,,1601.8,1588.3,0.69,0.31,,,84,43,64
2023-03-31,2023,PHI,TOR,1578.7,1551.9,0.67,0.33,,,1625.7,1613.7,0.62,0.38,,,90,49,70
2023-03-31,2023,IND,OKC,1471.4,1410.5,0.72,0.28,,,1503.5,1404.3,0.74,0.26,,,31,29,30
2023-03-31,2023,WAS,ORL,1464.4,1363.4,0.76,0.24,,,1475.8,1411.7,0.69,0.31,,,28,22,25
2023-03-31,2023,CHO,CHI,1432.5,1468.6,0.59,0.41,,,1504.1,1535.6,0.56,0.44,,,59,66,63
2023-03-31,2023,BOS,UTA,1674.6,1570.5,0.76,0.24,,,1702.6,1548.7,0.74,0.26,,,90,32,61
2023-03-31,2023,BRK,ATL,1516.0,1546.5,0.6,0.4,,,1564.6,1573.5,0.59,0.41,,,77,87,82
2023-03-31,2023,CLE,NYK,1565.3,1510.2,0.71,0.29,,,1587.0,1521.8,0.69,0.31,,,72,73,73
2023-03-31,2023,MIN,LAL,1523.5,1422.1,0.76,0.24,,,1550.3,1443.2,0.74,0.26,,,48,41,45
2023-03-31,2023,HOU,DET,1335.5,1352.6,0.62,0.38,,,1304.2,1353.3,0.52,0.48,,,3,0,2
2023-03-31,2023,MEM,LAC,1568.1,1505.1,0.72,0.28,,,1651.6,1569.9,0.71,0.29,,,87,47,67
2023-03-31,2023,POR,SAC,1418.8,1490.9,0.54,0.46,,,1500.4,1504.5,0.6,0.4,,,51,94,73
2023-03-31,2023,GSW,SAS,1573.1,1410.8,0.82,0.18,,,1596.9,1407.9,0.82,0.18,,,49,20,35
2023-03-31,2023,PHO,DEN,1610.6,1533.9,0.73,0.27,,,1642.7,1601.8,0.73,0.27,,,90,19,55
2023-04-01,2023,MIA,DAL,1543.0,1571.1,0.6,0.4,,,1616.2,1604.7,0.62,0.38,,,88,64,76
2023-04-01,2023,NOP,LAC,1584.2,1505.1,0.74,0.26,,,1588.3,1569.9,0.68,0.32,,,80,78,79
2023-04-02,2023,CHO,TOR,1432.5,1551.9,0.47,0.53,,,1504.1,1613.7,0.46,0.54,,,73,47,60
2023-04-02,2023,CHI,MEM,1468.6,1568.1,0.5,0.5,,,1535.6,1651.6,0.44,0.56,,,83,52,68
2023-04-02,2023,MIN,POR,1523.5,1418.8,0.76,0.24,,,1550.3,1500.4,0.69,0.31,,,61,90,76
2023-04-02,2023,BRK,UTA,1516.0,1570.5,0.57,0.43,,,1564.6,1548.7,0.62,0.38,,,73,72,73
2023-04-02,2023,SAC,SAS,1490.9,1410.8,0.74,0.26,,,1504.5,1407.9,0.72,0.28,,,32,34,33
2023-04-02,2023,ATL,DAL,1546.5,1571.1,0.61,0.39,,,1573.5,1604.7,0.63,0.37,,,83,60,72
2023-04-02,2023,ORL,DET,1363.4,1352.6,0.65,0.35,,,1411.7,1353.3,0.68,0.32,,,10,0,5
2023-04-02,2023,NYK,WAS,1510.2,1464.4,0.7,0.3,,,1521.8,1475.8,0.66,0.34,,,50,84,67
2023-04-02,2023,OKC,PHO,1410.5,1610.6,0.36,0.64,,,1404.3,1642.7,0.29,0.71,,,57,10,34
2023-04-02,2023,HOU,LAL,1335.5,1422.1,0.52,0.48,,,1304.2,1443.2,0.41,0.59,,,8,3,6
2023-04-02,2023,CLE,IND,1565.3,1471.4,0.75,0.25,,,1587.0,1503.5,0.72,0.28,,,69,71,70
2023-04-02,2023,MIL,PHI,1580.7,1578.7,0.64,0.36,,,1651.9,1625.7,0.65,0.35,,,93,29,61
2023-04-02,2023,DEN,GSW,1533.9,1573.1,0.59,0.41,,,1601.8,1596.9,0.67,0.33,,,85,56,71
2023-04-04,2023,DET,MIA,1352.6,1543.0,0.37,0.63,,,1353.3,1616.2,0.26,0.74,,,40,21,31
2023-04-04,2023,WAS,MIL,1464.4,1580.7,0.48,0.52,,,1475.8,1651.9,0.36,0.64,,,73,44,59
2023-04-04,2023,ORL,CLE,1363.4,1565.3,0.36,0.64,,,1411.7,1587.0,0.36,0.64,,,48,21,35
2023-04-04,2023,CHO,TOR,1432.5,1551.9,0.47,0.53,,,1504.1,1613.7,0.45,0.55,,,73,48,61
2023-04-04,2023,BRK,MIN,1516.0,1523.5,0.63,0.37,,,1564.6,1550.3,0.63,0.37,,,73,87,80
2023-04-04,2023,CHI,ATL,1468.6,1546.5,0.53,0.47,,,1535.6,1573.5,0.56,0.44,,,72,86,79
2023-04-04,2023,NOP,SAC,1584.2,1490.9,0.75,0.25,,,1588.3,1504.5,0.72,0.28,,,69,74,72
2023-04-04,2023,HOU,DEN,1335.5,1533.9,0.36,0.64,,,1304.2,1601.8,0.22,0.78,,,26,8,17
2023-04-04,2023,PHI,BOS,1578.7,1674.6,0.51,0.49,,,1625.7,1702.6,0.49,0.51,,,96,47,72
2023-04-04,2023,MEM,POR,1568.1,1418.8,0.81,0.19,,,1651.6,1500.4,0.79,0.21,,,78,38,58
2023-04-04,2023,UTA,LAL,1570.5,1422.1,0.81,0.19,,,1548.7,1443.2,0.77,0.23,,,48,24,36
2023-04-04,2023,PHO,SAS,1610.6,1410.8,0.85,0.15,,,1642.7,1407.9,0.86,0.14,,,58,5,32
2023-04-04,2023,GSW,OKC,1573.1,1410.5,0.82,0.18,,,1596.9,1404.3,0.82,0.18,,,48,25,37
2023-04-05,2023,DET,BRK,1352.6,1516.0,0.41,0.59,,,1353.3,1564.6,0.32,0.68,,,30,30,30
2023-04-05,2023,IND,NYK,1471.4,1510.2,0.59,0.41,,,1503.5,1521.8,0.59,0.41,,,56,94,75
2023-04-05,2023,MIL,CHI,1580.7,1468.6,0.77,0.23,,,1651.9,1535.6,0.75,0.25,,,83,41,62
2023-04-05,2023,BOS,TOR,1674.6,1551.9,0.78,0.22,,,1702.6,1613.7,0.72,0.28,,,95,34,65
2023-04-05,2023,ATL,WAS,1546.5,1464.4,0.74,0.26,,,1573.5,1475.8,0.73,0.27,,,60,72,66
2023-04-05,2023,NOP,MEM,1584.2,1568.1,0.66,0.34,,,1588.3,1651.6,0.51,0.49,,,90,46,68
2023-04-05,2023,DAL,SAC,1571.1,1490.9,0.74,0.26,,,1604.7,1504.5,0.78,0.22,,,72,66,69
2023-04-05,2023,LAC,LAL,1505.1,1422.1,0.74,0.26,,,1569.9,1443.2,0.8,0.2,,,52,34,43
2023-04-06,2023,ORL,CLE,1363.4,1565.3,0.36,0.64,,,1411.7,1587.0,0.35,0.65,,,48,19,34
2023-04-06,2023,PHI,MIA,1578.7,1543.0,0.69,0.31,,,1625.7,1616.2,0.62,0.38,,,90,68,79
2023-04-06,2023,SAS,POR,1410.8,1418.8,0.63,0.37,,,1407.9,1500.4,0.47,0.53,,,31,47,39
2023-04-06,2023,UTA,OKC,1570.5,1410.5,0.82,0.18,,,1548.7,1404.3,0.81,0.19,,,40,18,29
2023-04-06,2023,PHO,DEN,1610.6,1533.9,0.73,0.27,,,1642.7,1601.8,0.68,0.32,,,90,21,56
2023-04-07,2023,CHO,HOU,1432.5,1335.5,0.76,0.24,,,1504.1,1304.2,0.84,0.16,,,14,4,9
2023-04-07,2023,WAS,MIA,1464.4,1543.0,0.53,0.47,,,1475.8,1616.2,0.46,0.54,,,68,81,75
2023-04-07,2023,IND,DET,1471.4,1352.6,0.78,0.22,,,1503.5,1353.3,0.79,0.21,,,22,17,20
2023-04-07,2023,ATL,PHI,1546.5,1578.7,0.6,0.4,,,1573.5,1625.7,0.61,0.39,,,85,61,73
2023-04-07,2023,BRK,ORL,1516.0,1363.4,0.81,0.19,,,1564.6,1411.7,0.83,0.17,,,44,21,33
2023-04-07,2023,BOS,TOR,1674.6,1551.9,0.78,0.22,,,1702.6,1613.7,0.71,0.29,,,95,32,64
2023-04-07,2023,MIL,MEM,1580.7,1568.1,0.66,0.34,,,1651.9,1651.6,0.62,0.38,,,94,25,60
2023-04-07,2023,NOP,NYK,1584.2,1510.2,0.73,0.27,,,1588.3,1521.8,0.69,0.31,,,72,68,70
2023-04-07,2023,DAL,CHI,1571.1,1468.6,0.76,0.24,,,1604.7,1535.6,0.7,0.3,,,77,65,71
2023-04-07,2023,SAC,GSW,1490.9,1573.1,0.53,0.47,,,1504.5,1596.9,0.46,0.54,,,70,91,81
2023-04-07,2023,LAL,PHO,1422.1,1610.6,0.38,0.62,,,1443.2,1643.6,0.39,0.61,,,66,14,40
2023-04-08,2023,UTA,DEN,1570.5,1533.9,0.69,0.31,,,1548.7,1601.8,0.58,0.42,,,79,49,64
2023-04-08,2023,SAS,MIN,1410.8,1523.5,0.48,0.52,,,1407.9,1550.3,0.42,0.58,,,41,49,45
2023-04-08,2023,LAC,POR,1505.1,1418.8,0.75,0.25,,,1569.9,1500.4,0.7,0.3,,,65,89,77
2023-04-09,2023,CHI,DET,1468.6,1352.6,0.78,0.22,,,1535.6,1353.3,0.81,0.19,,,26,16,21
2023-04-09,2023,NYK,IND,1510.2,1471.4,0.69,0.31,,,1521.8,1503.5,0.62,0.38,,,56,93,75
2023-04-09,2023,TOR,MIL,1551.9,1580.7,0.6,0.4,,,1613.7,1651.9,0.55,0.45,,,92,40,66
2023-04-09,2023,BOS,ATL,1674.6,1546.5,0.79,0.21,,,1702.6,1573.5,0.77,0.23,,,92,35,64
2023-04-09,2023,BRK,PHI,1516.0,1578.7,0.55,0.45,,,1564.6,1625.7,0.52,0.48,,,84,77,81
2023-04-09,2023,WAS,HOU,1464.4,1335.5,0.79,0.21,,,1475.8,1304.2,0.8,0.2,,,11,12,12
2023-04-09,2023,MIA,ORL,1543.0,1363.4,0.83,0.17,,,1616.2,1411.7,0.83,0.17,,,53,17,35
2023-04-09,2023,CLE,CHO,1565.3,1432.5,0.79,0.21,,,1587.0,1504.1,0.71,0.29,,,69,44,57
2023-04-09,2023,POR,GSW,1418.8,1573.1,0.42,0.58,,,1500.4,1596.9,0.4,0.6,,,70,91,81
2023-04-09,2023,DAL,SAS,1571.1,1410.8,0.82,0.18,,,1604.7,1407.9,0.86,0.14,,,50,11,31
2023-04-09,2023,DEN,SAC,1533.9,1490.9,0.69,0.31,,,1601.8,1504.5,0.73,0.27,,,71,59,65
2023-04-09,2023,OKC,MEM,1410.5,1568.1,0.42,0.58,,,1404.3,1651.6,0.28,0.72,,,58,11,35
2023-04-09,2023,MIN,NOP,1523.5,1584.2,0.56,0.44,,,1550.3,1588.3,0.49,0.51,,,77,86,82
2023-04-09,2023,LAL,UTA,1422.1,1570.5,0.43,0.57,,,1443.2,1548.7,0.52,0.48,,,48,32,40
2023-04-09,2023,PHO,LAC,1610.6,1505.1,0.77,0.23,,,1643.6,1569.9,0.76,0.24,,,86,37,62
